263,,,つくばさん,筑波山,,,877,361331,1400624,""
264,,,さんぼんやりだけ,三本槍岳,,,1917,370901,1395741,""
265,なすだけ,那須岳,ちゃうすだけ,茶臼岳,,,1915,370729,1395747,""
266,,,おがたけ,男鹿岳,,,1777,370507,1394919,"おじかだけ"
267,,,おおさびやま,大佐飛山,,,1908,370349,1395040,""
268,たかはらやま,高原山,しゃかがだけ,釈迦ヶ岳,,,1795,365400,1394636,""
269,,,にょほうさん,女峰山,,,2483,364841,1393211,""
270,にょほうさん,女峰山,おおまなごさん,大真名子山,,,2376,364743,1393026,"Ｈ26三角点標高改定"
271,にょほうさん,女峰山,こまなごさん,小真名子山,,,2323,364826,1393039,""
272,,,たろうさん,太郎山,,,2368,364904,1392858,"Ｈ26三角点標高改定"
273,,,なんたいさん,男体山,,,2486,364554,1392927,"Ｈ15現地計測による標高改定"
274,,,しらねさん,白根山,,,2578,364755,1392233,"日光白根山（にっこうしらねさん）"
275,,,すかいさん,皇海山,,,2144,364124,1392013,"Ｈ26三角点標高改定"
276,,,こうしんざん,庚申山,,,1892,364023,1392140,""
277,,,けさまるやま,袈裟丸山,,,1961,363858,1391938,""
278,,,よこねやま,横根山,,,1373,363711,1393120,""
279,あかぎさん,赤城山,くろびさん,黒檜山,,,1828,363337,1391136,"赤城山（あかぎやま）"
280,あかぎさん,赤城山,じぞうだけ,地蔵岳,,,1674,363228,1391038,""
281,,,はかせやま,博士山,,,1482,372147,1394253,""
282,,,おのだけ,小野岳,,,1383,371933,1395312,"Ｈ26三角点標高改定"
283,ななつがたけ,七ヶ岳,いちばんだけ,一番岳,,,1636,370727,1393927,"　"
284,,,あらかいざん,荒海山,たろうだけ,太郎岳,1581,370210,1393837,""
285,,,たしろやま,田代山,,,1971,365828,1392842,""
286,,,たいしゃくざん,帝釈山,,,2060,365811,1392736,""
287,,,くろいわやま,黒岩山,,,2163,365432,1392337,""
288,,,きぬぬまやま,鬼怒沼山,,,2141,365258,1392218,""
289,,,あさひだけ,朝日岳,,,1624,371316,1392023,"会津朝日岳（あいづあさひだけ）"
290,,,まるやまだけ,丸山岳,,,1820,371022,1392005,""
291,,,こまがたけ,駒ヶ岳,,,2133,370251,1392113,"会津駒ヶ岳（あいづこまがたけ）"
292,,,ひらがたけ,平ヶ岳,,,2141,370007,1391015,""
293,,,けいづるやま,景鶴山,,,2004,365725,1391238,""
294,ひうちがたけ,燧ヶ岳,しばやすぐら,柴安嵓,,,2356,365718,1391707,""
295,,,しぶつさん,至仏山,,,2228,365413,1391024,""
296,,,ほたかやま,武尊山,,,2158,364819,1390757,"沖武尊山（おきほたかやま）"
297,,,みかぐらだけ,御神楽岳,,,1386,373119,1392533,""
298,,,あわがたけ,粟ヶ岳,,,1293,373319,1391119,""
299,,,やはずだけ,矢筈岳,,,1257,373045,1391558,""
300,,,すもんだけ,守門岳,,,1537,372352,1390812,""
301,,,あさくさだけ,浅草岳,,,1585,372037,1391401,""
302,,,けもうやま,毛猛山,,,1517,371524,1391031,""
303,,,みじょうがたけ,未丈ヶ岳,,,1553,371100,1391122,"山名変更：Ｈ19関係自治体からの申請による"
304,,,こまがたけ,駒ヶ岳,,,2003,370725,1390431,"越後駒ヶ岳（えちごこまがたけ）　魚沼駒ヶ岳（うおぬまこまがたけ）"
305,はっかいさん,八海山,にゅうどうだけ,入道岳,,,1778,370614,1390129,""
306,,,なかのだけ,中ノ岳,,,2085,370507,1390439,""
307,,,あらさわだけ,荒沢岳,,,1969,370602,1390853,""
308,,,しもつごうやま,下津川山,,,1928,365941,1390300,""
309,,,まきはたやま,巻機山,,,1967,365843,1385751,""
310,,,だいげんたさん,大源太山,,,1598,365409,1385537,""
311,,,あさひだけ,朝日岳,,,1945,365250,1385821,""
312,あさひだけ,朝日岳,しらがもん,白毛門,,,1720,365135,1385802,""
313,たにがわだけ,谷川岳,しげくらだけ,茂倉岳,,,1978,365057,1385500,""
314,たにがわだけ,谷川岳,いちのくらだけ,一ノ倉岳,,,1974,365050,1385528,""
315,たにがわだけ,谷川岳,おきのみみ,オキノ耳,,,1977,365014,1385548,""
316,,,まんたろうさん,万太郎山,,,1954,364927,1385245,""
317,,,せんのくらやま,仙ノ倉山,,,2026,364903,1385022,""
318,,,あづまやさん,吾妻耶山,,,1341,364447,1385538,""
319,,,なえばさん,苗場山,,,2145,365045,1384125,""
320,,,さぶりゅうやま,佐武流山,,,2192,364620,1384014,""
321,,,しらすなやま,白砂山,,,2140,364417,1384137,""
322,,,とりかぶとやま,鳥甲山,,,2038,365021,1383502,""
323,,,こうしゃさん,高社山,たかいふじ,高井富士,1351,364757,1382414,"たかやしろやま"
324,いわすげやま,岩菅山,うらいわすげやま,裏岩菅山,,,2341,364510,1383405,"いわすごやま＜うらいわすごやま＞"
325,,,いわすげやま,岩菅山,,,2295,364431,1383334,"いわすごやま"
326,,,しがやま,志賀山,,,2037,364201,1383057,""
